"Genes"	"logFC: 2M WT vs 2M HET"	"FDR: 2M WT vs 2M HET"	"logFC: 6M WT vs 6M HET"	"FDR: 6M WT vs 6M HET"	"logFC: 18M WT vs 18M HET"	"FDR: 18M WT vs 18M HET"	"logFC: 24M WT vs 24M HET"	"FDR: 24M WT vs 24M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000018697"	-0.106626028148424	0.886059378043811	-0.0038517802234563	0.999744995548852	-0.0144022398018966	0.991866470932314	0.221098171357842	0.334716289714978	"Aatf"	"apoptosis antagonizing transcription factor"
"ENSMUSG00000018698"	-0.155184084612651	0.94980784705222	0.0281351481319802	0.999744995548852	0.103192946084719	0.982879064372997	-0.023095947532649	0.987635894906952	"Lhx1"	"LIM homeobox protein 1"
"ENSMUSG00000018707"	0.159619749759727	0.346932812885983	-0.0253511537913976	0.999744995548852	0.0826840983143177	0.797637008283473	0.055447267431492	0.722249265056779	"Dync1h1"	"dynein cytoplasmic 1 heavy chain 1"
"ENSMUSG00000018727"	0.0492719533390299	0.98098939937444	0.219306326116464	0.999744995548852	0.301070354662759	0.830309856412641	-0.0218106034183964	0.987391209893115	"Cpsf4l"	"cleavage and polyadenylation specific factor 4-like"
"ENSMUSG00000018733"	-0.17077841666293	0.823103530116266	-0.236150329364374	0.999744995548852	0.111514438297449	0.93122995443541	0.256387057780276	0.433766757026407	"Pex12"	"peroxisomal biogenesis factor 12"
"ENSMUSG00000018736"	0.0066004984770277	0.994177081781964	-0.0566193039534254	0.999744995548852	-0.125297721958594	0.646944837209057	-0.0599919084420034	0.769172399684288	"Ndel1"	"nuclear distribution gene E-like homolog 1 (A. nidulans)"
"ENSMUSG00000018740"	-0.0206222948558479	0.993091411249896	-0.415242102160458	0.999744995548852	-0.0476446877864969	0.986529508788174	-0.128629828283817	0.834502018512188	"Slc25a35"	"solute carrier family 25, member 35"
"ENSMUSG00000018750"	-0.00934701527261366	0.986651043769518	0.0186158981662482	0.999744995548852	-0.0425661809380554	0.931356115350381	-0.0504943902564373	0.734220703073768	"Zbtb4"	"zinc finger and BTB domain containing 4"
"ENSMUSG00000018761"	-0.0342781707625445	0.953383760087557	0.021596493313076	0.999744995548852	-0.0199325854840987	0.986877046081407	0.0478641390106489	0.856619251220342	"Mpdu1"	"mannose-P-dolichol utilization defect 1"
"ENSMUSG00000018765"	-0.0268849730205578	0.945905343826747	-0.0166835513709087	0.999744995548852	-0.0316179138422738	0.958598206231255	0.0171284707134894	0.931439232481216	"Fxr2"	"fragile X mental retardation, autosomal homolog 2"
"ENSMUSG00000018770"	-0.045540847223122	0.909492907603734	0.0303618786425313	0.999744995548852	-0.0215818566737828	0.97584340183069	0.0412219548310455	0.81694183410587	"Atp5g3"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)"
"ENSMUSG00000018774"	-0.0545948465004121	0.969869656691389	-0.0586205669944365	0.999744995548852	0.870649802341862	7.47423220096181e-05	1.24794115648861	1.95006389584324e-10	"Cd68"	"CD68 antigen"
"ENSMUSG00000018796"	-0.0274473824443671	0.961300383805542	-0.0381368715077564	0.999744995548852	0.044900065900731	0.955898571321165	-0.0453050207717088	0.851253451605533	"Acsl1"	"acyl-CoA synthetase long-chain family member 1"
"ENSMUSG00000018800"	0.0202078765844065	0.968404459345194	0.174050098722015	0.999744995548852	-0.119998293002781	0.613356810258405	-0.0331026633199254	0.873089811597534	"Abca5"	"ATP-binding cassette, sub-family A (ABC1), member 5"
"ENSMUSG00000018809"	0.168565756317252	0.748894723595217	-0.0489498935504528	0.999744995548852	0.0122491868481705	0.992426261505759	0.144965811326712	0.590802282306486	"Smyd4"	"SET and MYND domain containing 4"
"ENSMUSG00000018819"	0.114152913034024	0.938679999264909	-0.0525552490117291	0.999744995548852	0.34265903805994	0.589605277429255	0.3951468417029	0.195648120871818	"Lsp1"	"lymphocyte specific 1"
"ENSMUSG00000018820"	-0.00763996363191161	0.990040168889109	0.0256033284435327	0.999744995548852	0.00853113953303168	0.991317344303667	-0.0107626952647505	0.95598493482114	"Zfyve27"	"zinc finger, FYVE domain containing 27"
"ENSMUSG00000018821"	-0.0805026806566957	0.924615434972089	-0.234277912725089	0.999744995548852	-0.0707154851480861	0.954329306580306	-0.0970457896308048	0.795106720183097	"Avpi1"	"arginine vasopressin-induced 1"
"ENSMUSG00000018822"	-0.206919571668516	0.903099136087085	-0.103309934833979	0.999744995548852	0.280183656438592	0.88232214824482	0.362659769167244	0.558172748735621	"Sfrp5"	"secreted frizzled-related sequence protein 5"
"ENSMUSG00000018830"	-0.0340461203549047	0.982611668475051	-0.158767916837736	0.999744995548852	0.303871406226655	0.720855546293084	0.353040864002076	0.34115960441005	"Myh11"	"myosin, heavy polypeptide 11, smooth muscle"
"ENSMUSG00000018841"	0.0172822584534764	0.986314274044894	-0.0374833743904231	0.999744995548852	-0.0205715713653998	0.987186742852723	0.0497787510692007	0.877688999641176	"Rad51d"	"RAD51 homolog D"
"ENSMUSG00000018844"	-0.322127024112168	0.84324197008954	0.00949146202600921	0.999744995548852	-0.157543009914417	0.955381030731788	-0.0706978496843966	0.949397477902753	"Fndc8"	"fibronectin type III domain containing 8"
"ENSMUSG00000018845"	-0.267947161888597	0.928944454695491	-0.422368182636145	0.999744995548852	0.325624400262972	0.943537646700459	-0.219056997468176	0.894813020913068	"Unc45b"	"unc-45 homolog B (C. elegans)"
"ENSMUSG00000018846"	-0.0926741642086888	0.748894723595217	-0.00651772447241414	0.999744995548852	-0.0512877393644169	0.929193868854149	-0.0864497300275271	0.572803151976419	"Pank3"	"pantothenate kinase 3"
"ENSMUSG00000018848"	-0.0379286767494456	0.946605317474106	0.0786140224011708	0.999744995548852	0.106810707758517	0.820646452903401	0.0322393684953193	0.905103664287406	"Rars"	"arginyl-tRNA synthetase"
"ENSMUSG00000018849"	-0.0195382201672907	0.971591859043273	-0.062675106777679	0.999744995548852	-0.109362414095826	0.73279455385015	-0.109125558307108	0.502542254375281	"Wwc1"	"WW, C2 and coiled-coil domain containing 1"
"ENSMUSG00000018858"	0.0535176926410651	0.935041400837555	0.0940836597766967	0.999744995548852	-0.173980589239791	0.575365602985743	0.219591989369648	0.216477578047137	"Ict1"	"immature colon carcinoma transcript 1"
"ENSMUSG00000018861"	-0.0838350276043761	0.921711349213291	-0.0111262935524791	0.999744995548852	0.218949728779935	0.679152673127998	0.156205218728064	0.640261512737305	"Fdxr"	"ferredoxin reductase"
"ENSMUSG00000018865"	-0.0591201664744038	0.817172421509336	-0.0363342267873135	0.999744995548852	-0.113354571438032	0.358125488016649	-0.0751064195148734	0.475909355138797	"Sult4a1"	"sulfotransferase family 4A, member 1"
"ENSMUSG00000018882"	-0.076667792960171	0.895079320416328	-0.043154354483499	0.999744995548852	0.0612631066162124	0.943488353873984	0.0935581965432606	0.697650586533962	"Mrpl45"	"mitochondrial ribosomal protein L45"
"ENSMUSG00000018899"	0.0417720024510192	0.983021741253731	-0.286869346580308	0.999744995548852	0.149035911045338	0.939463041728211	-0.12314866812165	0.836625107390088	"Irf1"	"interferon regulatory factor 1"
"ENSMUSG00000018900"	0.0540609828216594	0.957192310717421	-0.0200682695557203	0.999744995548852	-0.06039427172676	0.972081324130787	0.0741754399328672	0.877688999641176	"Slc22a5"	"solute carrier family 22 (organic cation transporter), member 5"
"ENSMUSG00000018906"	-0.0890051589695332	0.91982942885917	0.0559838767061117	0.999744995548852	0.0736493304213832	0.958060346374912	-0.0124632506776604	0.982482359402419	"P4ha2"	"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide"
"ENSMUSG00000018909"	0.0351027213416774	0.902523342370602	-0.0042120423979276	0.999744995548852	-0.0694285709342674	0.713020213281031	-0.113249914550923	0.144404561577676	"Arrb1"	"arrestin, beta 1"
"ENSMUSG00000018920"	0.182388415667513	0.954398604180803	0.359093603469513	0.999744995548852	0.769169685675713	0.617492255795162	0.285391613283799	0.815285901443475	"Cxcl16"	"chemokine (C-X-C motif) ligand 16"
"ENSMUSG00000018921"	0.188294888011574	0.360254056167275	-0.012679207556187	0.999744995548852	0.138342079446797	0.532868966316101	0.113777742685848	0.48383486352137	"Pelp1"	"proline, glutamic acid and leucine rich protein 1"
"ENSMUSG00000018923"	-0.0291391840932377	0.992317393039016	-0.0134801873256279	0.999744995548852	0.0565631218533121	0.987186742852723	0.159717318537828	0.85097737591884	"Med11"	"mediator complex subunit 11"
"ENSMUSG00000018927"	0.361884509440735	0.854718130223091	0.687243298776069	0.999744995548852	1.47428478109664	9.27886627160665e-07	1.23886157826271	0.000128145383330446	"Ccl6"	"chemokine (C-C motif) ligand 6"
"ENSMUSG00000018931"	-0.0654910564318667	0.945905343826747	-0.104270321360813	0.999744995548852	0.0379062408502348	0.983256457754263	0.0905234915646936	0.83798011749576	"Natd1"	"N-acetyltransferase domain containing 1"
"ENSMUSG00000018932"	-0.16698611803894	0.855711820539712	-0.116235338310602	0.999744995548852	-0.0529287347148664	0.977421032238354	0.334416088811547	0.318194624372782	"Map2k3"	"mitogen-activated protein kinase kinase 3"
"ENSMUSG00000018965"	0.0422724308483076	0.922001218165105	0.0384741224398491	0.999744995548852	-0.0532602006438322	0.930327229223518	-0.0399994404242989	0.839640956174856	"Ywhah"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"
"ENSMUSG00000018974"	0.0789360749729995	0.868096046254123	0.00370795484839454	0.999744995548852	0.0923569874502679	0.854669416678199	-0.0766260459696959	0.732209629140362	"Sart3"	"squamous cell carcinoma antigen recognized by T cells 3"
"ENSMUSG00000018983"	0.164555241111932	0.94980784705222	-0.190004266428963	0.999744995548852	-0.180995569051406	0.967399068598121	-0.204979655113366	0.884244448641927	"E2f2"	"E2F transcription factor 2"
"ENSMUSG00000018986"	0.599471527967015	0.818699299292846	0.347333818097543	0.999744995548852	0.846443102220294	0.874737803042676	-2.38149329813027	0.121531982062924	"Slfn3"	"schlafen 3"
"ENSMUSG00000018995"	-0.0834382930806674	0.924615434972089	-0.0545887331945224	0.999744995548852	-0.147863077879104	0.871390662331666	-0.0111378207815208	0.983589962705001	"Nars2"	"asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)"
"ENSMUSG00000018999"	0.151850717641481	0.405057277850797	-0.0215760496312045	0.999744995548852	-0.102275172671936	0.651333797572346	0.0578513331109552	0.721532553639858	"Slc35b4"	"solute carrier family 35, member B4"
"ENSMUSG00000019027"	0.0888583173470459	0.92477223535449	0.000429378454138675	0.999907589514652	0.201505868832845	0.778012757590403	0.13525689685151	0.721881722562483	"Dnah1"	"dynein, axonemal, heavy chain 1"
"ENSMUSG00000019039"	0.117395622788279	0.810809932085018	0.135397481928252	0.999744995548852	-0.0301942495798762	0.977421032238354	-0.196891291072558	0.315402548548381	"Dalrd3"	"DALR anticodon binding domain containing 3"
"ENSMUSG00000019054"	-0.186188076386209	0.360254056167275	-0.0354382239680452	0.999744995548852	-0.0719442917677642	0.887028004502436	0.210024378136502	0.0768029081202023	"Fis1"	"fission 1 (mitochondrial outer membrane) homolog (yeast)"
"ENSMUSG00000019055"	-0.151101712340825	0.664441342266177	-0.136835631580178	0.999744995548852	-0.0278488797958391	0.981322378094188	0.0370171935055469	0.914746966101968	"Plod1"	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1"
"ENSMUSG00000019066"	0.112665144415227	0.914712234621975	-0.0514518088014831	0.999744995548852	0.18103260602897	0.854262977180981	0.0445124247609102	0.934348913078139	"Rab3d"	"RAB3D, member RAS oncogene family"
"ENSMUSG00000019080"	-0.323195164654471	0.64499150223564	0.121436276727916	0.999744995548852	0.252150851022762	0.8305434141992	0.0550323376155242	0.934416766389523	"Mfsd3"	"major facilitator superfamily domain containing 3"
"ENSMUSG00000019082"	0.0578823283743833	0.828239282937379	-0.057771057337034	0.999744995548852	0.00518217734338636	0.992681064119389	-0.0185063090217097	0.913213849007343	"Slc25a22"	"solute carrier family 25 (mitochondrial carrier, glutamate), member 22"
"ENSMUSG00000019087"	0.0266684861706588	0.943011230077711	0.00160460923676925	0.999744995548852	0.0187656572344431	0.97584340183069	-0.051177248447268	0.709365203417993	"Atp6ap1"	"ATPase, H+ transporting, lysosomal accessory protein 1"
"ENSMUSG00000019088"	-0.198545011504297	0.917889039295585	-0.0168247207635471	0.999744995548852	0.877158497958339	0.129508584223164	0.528571427585926	0.410526348758234	"Dnase1l1"	"deoxyribonuclease 1-like 1"
"ENSMUSG00000019102"	-0.0302289741352771	0.99591767610261	-0.649803323302533	0.999744995548852	0.318113649245967	0.941522903704544	-0.93989368500348	0.340585890704962	"Aldh3a1"	"aldehyde dehydrogenase family 3, subfamily A1"
"ENSMUSG00000019122"	0.422840395523895	0.748641345244246	0.0774358824071866	0.999744995548852	0.795195991395024	0.437162727161619	0.43290330936033	0.606192810390034	"Ccl9"	"chemokine (C-C motif) ligand 9"
"ENSMUSG00000019124"	0.031976927380101	0.920718889943075	-0.0200495525234752	0.999744995548852	0.0377813185302607	0.933474489101274	-0.109333985859628	0.246987215484147	"Scrn1"	"secernin 1"
"ENSMUSG00000019132"	-0.0243561097751765	0.945905343826747	0.0729897995403397	0.999744995548852	0.0118045392819701	0.986877046081407	-0.031619529434412	0.838795174643929	"BC005537"	"cDNA sequence BC005537"
"ENSMUSG00000019139"	0.128453917631697	0.79168889128118	-0.151981050227119	0.999744995548852	0.283640695601384	0.129508584223164	-0.0668225525502869	0.825797170690061	"Isyna1"	"myo-inositol 1-phosphate synthase A1"
"ENSMUSG00000019143"	0.104551504860318	0.802837717162007	0.217413363579911	0.999744995548852	0.0860694647545407	0.88074038541039	0.0115558719563173	0.970382941849284	"Hars2"	"histidyl-tRNA synthetase 2, mitochondrial (putative)"
"ENSMUSG00000019146"	-0.0209213369022608	0.957673975385763	0.0936146183509202	0.999744995548852	-0.125623432292983	0.424272282294327	-0.179398238830456	0.0721245123517901	"Cacng2"	"calcium channel, voltage-dependent, gamma subunit 2"
"ENSMUSG00000019158"	0.023817457584858	0.986381037414867	0.0187532646198797	0.999744995548852	0.371810938466596	0.203177450164009	0.128694046320517	0.742159701221635	"Tmem160"	"transmembrane protein 160"
"ENSMUSG00000019173"	0.0231482202423961	0.950159885207402	-0.0209067563432795	0.999744995548852	-0.0246981711042886	0.971197567880931	0.0782270500043589	0.547986371835571	"Rab5c"	"RAB5C, member RAS oncogene family"
"ENSMUSG00000019179"	-0.08393934163674	0.691315413750409	-0.0633105711915544	0.999744995548852	-0.0198462479119775	0.974419190871798	0.0161526259288577	0.924129006535824	"Mdh2"	"malate dehydrogenase 2, NAD (mitochondrial)"
"ENSMUSG00000019188"	0.0612133060238243	0.895963884090837	0.0184566690839567	0.999744995548852	-0.0198771019098093	0.982879064372997	-0.0274548346380405	0.914989748630238	"H13"	"histocompatibility 13"
"ENSMUSG00000019189"	0.0090074261753356	0.98940892568125	-0.0391841363932257	0.999744995548852	0.0217903880351548	0.97584340183069	-0.0443869731515373	0.80130514260636	"Rnf145"	"ring finger protein 145"
"ENSMUSG00000019194"	-0.102845011226649	0.689113716322941	-0.0785745556352239	0.999744995548852	-0.160351220199811	0.233522684675457	0.0895065494969091	0.509251422629445	"Scn1b"	"sodium channel, voltage-gated, type I, beta"
"ENSMUSG00000019210"	-0.076514865120786	0.796400302424647	0.0309028999218516	0.999744995548852	-0.00633648018666872	0.992426261505759	-0.00803254486300405	0.969275733243724	"Atp6v1e1"	"ATPase, H+ transporting, lysosomal V1 subunit E1"
"ENSMUSG00000019214"	-0.138594364637399	0.949344687454672	0.0606307239192022	0.999744995548852	0.0328558631697512	0.992478800118216	-0.0420843385073192	0.971349576376389	"Chtf18"	"CTF18, chromosome transmission fidelity factor 18"
"ENSMUSG00000019230"	-0.235433477951534	0.712547109927731	0.135847092447204	0.999744995548852	0.0894190410790164	0.943537646700459	0.0465228814758236	0.930790693805846	"Lhx9"	"LIM homeobox protein 9"
"ENSMUSG00000019232"	-0.211409381094947	0.910530407566019	-0.125192053649073	0.999744995548852	-0.213779472827694	0.941810603470407	-0.0637159528712418	0.947750751841964	"Etnppl"	"ethanolamine phosphate phospholyase"
"ENSMUSG00000019235"	0.0640526939753412	0.909492907603734	-0.0960041590895583	0.999744995548852	0.000476395789438951	0.998979147085425	-0.0508798790405684	0.853921308674454	"Rps6kl1"	"ribosomal protein S6 kinase-like 1"
"ENSMUSG00000019254"	0.0221628177884699	0.949740032588447	-0.0165483400681411	0.999744995548852	-0.0179280130126432	0.97584340183069	0.0271011104005023	0.867753763164337	"Ppp1r12c"	"protein phosphatase 1, regulatory (inhibitor) subunit 12C"
"ENSMUSG00000019256"	0.0229679554611817	0.983272862679246	-0.0429676553181967	0.999744995548852	-0.119494465050644	0.890786048142045	0.0675904006948418	0.871635234763283	"Ahr"	"aryl-hydrocarbon receptor"
"ENSMUSG00000019261"	0.0142432208702473	0.990040168889109	-0.149803969367779	0.999744995548852	-0.0204377338668779	0.988137393607584	0.134894629092518	0.60887061180051	"Map1s"	"microtubule-associated protein 1S"
"ENSMUSG00000019295"	-0.0508019451742651	0.943011230077711	-0.172800122603438	0.999744995548852	-0.0862060382469291	0.927889454548654	0.0206759863248729	0.955365106199257	"Tmem129"	"transmembrane protein 129"
"ENSMUSG00000019297"	-0.197138688182925	0.644157989962529	0.13908343565073	0.999744995548852	0.276155191260418	0.294691733482447	0.00181625856869686	0.996655556598547	"Nop9"	"NOP9 nucleolar protein"
"ENSMUSG00000019302"	0.0942547751011419	0.622482778845798	0.0100026070822758	0.999744995548852	0.0554278892569157	0.873148031851689	0.108567276827111	0.255601332007374	"Atp6v0a1"	"ATPase, H+ transporting, lysosomal V0 subunit A1"
"ENSMUSG00000019303"	-0.434660949089534	0.694567925633045	-0.445948383790921	0.999744995548852	-0.155767372240274	0.962799322637464	-0.117734174500219	0.899861412706653	"Psmc3ip"	"proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein"
"ENSMUSG00000019312"	0.25011831483309	0.895963884090837	-0.335128849680676	0.999744995548852	-0.161671911953536	0.943537646700459	0.00808950531223165	0.994094755346868	"Grb7"	"growth factor receptor bound protein 7"
"ENSMUSG00000019320"	0.718928177411108	0.773356051809619	0.220772188838116	0.999744995548852	-0.708566375748974	0.807179107509451	0.541645211897143	0.635219684537579	"Noxo1"	"NADPH oxidase organizer 1"
