"Genes"	"logFC: 6M WT vs 2M WT"	"FDR: 6M WT vs 2M WT"	"logFC: 18M WT vs 6M WT"	"FDR: 18M WT vs 6M WT"	"logFC: 24M WT vs 18M WT"	"FDR: 24M WT vs 18M WT"	"logFC: 24M WT vs 2M WT"	"FDR: 24M WT vs 2M WT"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000021040"	0.252964580364871	0.280142020522257	-0.00597057864783356	0.994206957125599	0.28782241393651	0.377142777227647	0.534816415653547	0.00469077910209399	"Slirp"	"SRA stem-loop interacting RNA binding protein"
"ENSMUSG00000021044"	-0.057509308716241	0.767971733363029	0.0103510317839135	0.98679371781158	-0.0318346485507917	0.911019412475401	-0.0789929254831192	0.594004852659049	"Adck1"	"aarF domain containing kinase 1"
"ENSMUSG00000021047"	-0.0550319113631831	0.686718037134537	0.0104609185743617	0.98238512557471	-0.0578901623594954	0.735957982466497	-0.102461155148317	0.288632532379104	"Nova1"	"neuro-oncological ventral antigen 1"
"ENSMUSG00000021048"	-0.0396485499542476	0.824753404737813	-0.0393964125643247	0.929624883285266	-0.0370806663598923	0.8786837202036	-0.116125628878465	0.305207625811778	"Mthfd1"	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase"
"ENSMUSG00000021051"	-0.0922463275100856	0.402063775870011	-0.0600194199661565	0.840316402992954	-0.000201911116864357	0.999472263289265	-0.152467658593107	0.0732702081083523	"Ppp2r5e"	"protein phosphatase 2, regulatory subunit B', epsilon"
"ENSMUSG00000021054"	0.0008441068954985	0.995944532283004	-0.0796410928067432	0.794614206443527	0.100084866344247	0.529374183180067	0.0212878804330027	0.88532244186483	"Sgpp1"	"sphingosine-1-phosphate phosphatase 1"
"ENSMUSG00000021057"	0.018965604521596	0.916382490755099	-0.181000945130989	0.248408294710359	0.17445687103274	0.142364580047729	0.0124215304233467	0.932625611695804	"Akap5"	"A kinase (PRKA) anchor protein 5"
"ENSMUSG00000021061"	-0.212265191386869	0.00513582975370283	-0.0708264846332669	0.773984720853302	0.0431881577587034	0.788401087386176	-0.239903518261433	0.000554069399609319	"Sptb"	"spectrin beta, erythrocytic"
"ENSMUSG00000021062"	0.186118834854467	0.0496365140758034	-0.189325956896682	0.207779759140305	0.202572673478287	0.0631752076910529	0.199365551436072	0.0200081089187168	"Rab15"	"RAB15, member RAS oncogene family"
"ENSMUSG00000021065"	0.127742498938301	0.189436637090962	0.0121610700273757	0.978034077612774	0.114933094245836	0.401885808200594	0.254836663211512	0.00105010001240293	"Fut8"	"fucosyltransferase 8"
"ENSMUSG00000021066"	-0.193091239662886	0.0122305491530219	0.0056390657404566	0.98926298020821	-0.0509329528568472	0.735957982466497	-0.238385126779277	0.000571460797913043	"Atl1"	"atlastin GTPase 1"
"ENSMUSG00000021067"	-0.0671856058131218	0.772304198762749	0.110985080956513	0.81566410667419	-0.00877994812063914	0.985552669305792	0.0350195270227518	0.871940438583479	"Sav1"	"salvador homolog 1 (Drosophila)"
"ENSMUSG00000021068"	-0.00903930977635457	0.960197376729287	-0.091346302460757	0.717781485493406	0.164175900156283	0.174178865310761	0.0637902879191709	0.571308793424028	"Nin"	"ninein"
"ENSMUSG00000021069"	-0.0487929731909381	0.918746025206718	-0.112615553405176	0.91109227895045	-0.330570325304467	0.344968248657433	-0.491978851900581	0.0314294305683838	"Pygl"	"liver glycogen phosphorylase"
"ENSMUSG00000021070"	-1.39291927039043	0.250440661427186	-0.540156144543946	0.845617521523789	-0.59062372945504	0.634854477100857	-2.52369914438942	0.00193293553506165	"Bdkrb2"	"bradykinin receptor, beta 2"
"ENSMUSG00000021071"	0.0918301831877702	0.389128241756426	-0.173507798326831	0.206359232513895	0.101476027771756	0.437579458694352	0.019798412632695	0.873804570501066	"Trim9"	"tripartite motif-containing 9"
"ENSMUSG00000021072"	0.0959310222961164	0.46383347220203	0.0328211073201332	0.945622425156578	-0.0248335209582458	0.919432798489676	0.103918608658004	0.350943668836057	"Tmx1"	"thioredoxin-related transmembrane protein 1"
"ENSMUSG00000021076"	-0.0288129117019031	0.83789926358538	0.00755267572606346	0.985848518097628	-0.0387595984349612	0.823195784031915	-0.0600198344108008	0.539921816145759	"Actr10"	"ARP10 actin-related protein 10"
"ENSMUSG00000021079"	-0.108435652974153	0.553090977482544	0.155526114335201	0.636934070090746	0.0367008512139773	0.911811300186436	0.0837913125750254	0.627380717211236	"Timm9"	"translocase of inner mitochondrial membrane 9"
"ENSMUSG00000021087"	-0.131878811002097	0.0290460534741995	0.048750453376921	0.802246793186248	0.0232146440184419	0.866229645612355	-0.059913713606734	0.368371006922945	"Rtn1"	"reticulon 1"
"ENSMUSG00000021090"	-0.675050942165216	0.141574392810956	0.366817938540271	0.768062463131361	0.156592132274807	0.872899200688892	-0.151640871350137	0.800320650945625	"Lrrc9"	"leucine rich repeat containing 9"
"ENSMUSG00000021091"	-0.167909533827303	0.65708809280489	-0.238924633109745	0.742529785871087	-0.791001228039555	0.00104314270198248	-1.1978353949766	1.25329957403298e-09	"Serpina3n"	"serine (or cysteine) peptidase inhibitor, clade A, member 3N"
"ENSMUSG00000021094"	0.0178919416217269	0.952299161210451	0.0744294184333889	0.907906012136055	-0.101385285370754	0.733084968612052	-0.00906392531563823	0.97318529953217	"Dhrs7"	"dehydrogenase/reductase (SDR family) member 7"
"ENSMUSG00000021096"	-0.0181412956141314	0.903556567908757	-0.0244533125956766	0.947162448272548	-0.0963254569403046	0.438730483956547	-0.138920065150113	0.0766066529745505	"Ppm1a"	"protein phosphatase 1A, magnesium dependent, alpha isoform"
"ENSMUSG00000021097"	0.140315245541672	0.109701936201919	-0.0156033325586861	0.967885426945744	-0.0251565175418495	0.896689277805441	0.0995553954411369	0.248252062370843	"Clmn"	"calmin"
"ENSMUSG00000021098"	-0.206589080157586	0.243336663710871	0.25132288001731	0.410702662464862	-0.152568572742399	0.552739520984644	-0.107834772882675	0.567432881288098	"4930447C04Rik"	"RIKEN cDNA 4930447C04 gene"
"ENSMUSG00000021102"	0.293003705648586	0.0468282255761757	-0.0683873971953489	0.91109227895045	0.252643447020803	0.216922871690186	0.47725975547404	0.000185863858703334	"Glrx5"	"glutaredoxin 5 homolog (S. cerevisiae)"
"ENSMUSG00000021103"	-0.0414203299653744	0.903324523180884	-0.208277144714755	0.639890079415374	0.0732458805475906	0.856196499137489	-0.176451594132539	0.392658024153769	"Mnat1"	"menage a trois 1"
"ENSMUSG00000021108"	0.197706357249885	0.315359657042278	-0.0699724902652798	0.918132535208264	-0.0935250722308414	0.779946760283319	0.0342087947537639	0.889551154540411	"Prkch"	"protein kinase C, eta"
"ENSMUSG00000021109"	0.0314243610769996	0.833577777886074	0.0881982050975277	0.716755012047441	-0.168787200442931	0.123054440445371	-0.0491646342684041	0.650899009031135	"Hif1a"	"hypoxia inducible factor 1, alpha subunit"
"ENSMUSG00000021111"	0.0441049355473462	0.793448819159868	-0.155072891302578	0.463515119313193	0.165136317738455	0.224283035509848	0.0541683619832231	0.671384736169662	"Papola"	"poly (A) polymerase alpha"
"ENSMUSG00000021112"	-0.0034953861182887	0.988388338708181	-0.0536606761211702	0.91412747517969	0.0101168931969927	0.975595409479128	-0.0470391690424662	0.76792282303441	"Mpp5"	"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)"
"ENSMUSG00000021113"	-0.0273698293304673	0.886555240885884	-0.116722677601228	0.663691325155884	0.0905042873362111	0.618221338599632	-0.0535882195954844	0.697319524133173	"Snapc1"	"small nuclear RNA activating complex, polypeptide 1"
"ENSMUSG00000021114"	0.0234341070148519	0.863174754530352	-0.116343671001234	0.471344404727897	-0.0419166426130198	0.782497116206776	-0.134826206599402	0.0670774557830572	"Atp6v1d"	"ATPase, H+ transporting, lysosomal V1 subunit D"
"ENSMUSG00000021115"	-0.231945129312464	0.165977294301616	0.214888392687023	0.508289477586243	-0.233810170674652	0.269156514339025	-0.250866907300093	0.0978968567566633	"Vrk1"	"vaccinia related kinase 1"
"ENSMUSG00000021116"	0.138269706325114	0.423419657943717	0.105559681998147	0.821072726569364	-0.145644227781009	0.517176770700708	0.0981851605422519	0.550915643242191	"Eif2s1"	"eukaryotic translation initiation factor 2, subunit 1 alpha"
"ENSMUSG00000021120"	0.0516311545815264	0.917468327979435	-0.00244234563403005	0.997852013525052	-0.128260878374128	0.815547180018947	-0.079072069426632	0.829762901104213	"Pigh"	"phosphatidylinositol glycan anchor biosynthesis, class H"
"ENSMUSG00000021123"	-0.0503354678214201	0.947598028081196	0.558890153790894	0.551350127664586	-0.605764013007035	0.328960192145504	-0.0972093270375615	0.869564238868567	"Rdh12"	"retinol dehydrogenase 12"
"ENSMUSG00000021124"	0.144523767073829	0.0895582237022562	-0.089595039039508	0.673520221069864	0.207527808715149	0.0223445822621081	0.262456536749471	0.000169541437767857	"Vti1b"	"vesicle transport through interaction with t-SNAREs 1B"
"ENSMUSG00000021125"	-0.243168464543541	0.596262646142715	0.226077154935139	0.834596251230666	0.353010042227936	0.545233137550417	0.335918732619534	0.402242583299851	"Arg2"	"arginase type II"
"ENSMUSG00000021127"	-0.139004745792237	0.723956249951341	0.153842566431971	0.866823077099482	0.277653288115115	0.510134274527584	0.292491108754849	0.300615590092177	"Zfp36l1"	"zinc finger protein 36, C3H type-like 1"
"ENSMUSG00000021130"	-0.259701102991574	0.000212291048819138	-0.043441691202281	0.883485237241569	-0.115056177661834	0.295524295252646	-0.418198971855689	1.82189274925562e-11	"Galnt16"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16"
"ENSMUSG00000021131"	0.0694623873713006	0.912607360719074	-0.126320423740051	0.928839179806646	-0.0503067507681466	0.952488478890231	-0.107164787136897	0.819360662527375	"Erh"	"enhancer of rudimentary homolog (Drosophila)"
"ENSMUSG00000021133"	0.0413139582157323	0.842419089610321	-0.0620560257659273	0.892646252908177	-0.0304601526618225	0.915407199550381	-0.0512022202120175	0.745474778337755	"Susd6"	"sushi domain containing 6"
"ENSMUSG00000021134"	0.0353809264246158	0.786808674947448	-0.01505122230185	0.967885426945744	-0.115842386081395	0.302882051956312	-0.0955126819586294	0.252812574304742	"Srsf5"	"serine/arginine-rich splicing factor 5"
"ENSMUSG00000021136"	0.00251333713904082	0.993424570653358	-0.0111032165193289	0.987530616506445	-0.197037442317165	0.349860270362014	-0.205627321697453	0.157155944683701	"Smoc1"	"SPARC related modular calcium binding 1"
"ENSMUSG00000021140"	-0.13497603898995	0.157449245478202	0.0115255352022498	0.978642558514872	-0.0840059953797103	0.549738937611609	-0.20745649916741	0.00739082402540228	"Pcnx"	"pecanex homolog (Drosophila)"
"ENSMUSG00000021143"	0.403709592613949	1.44315189594587e-07	-0.125439635748848	0.551065823577035	0.0846601219003835	0.596482932581925	0.362930078765485	2.12355668102948e-06	"Pacs2"	"phosphofurin acidic cluster sorting protein 2"
"ENSMUSG00000021144"	0.00793968769442366	0.967637678163535	0.0474854419326967	0.901559003531015	-0.0584135706087271	0.754139814639345	-0.00298844098160675	0.984820886273227	"Mta1"	"metastasis associated 1"
"ENSMUSG00000021147"	-0.126974981566614	0.134277233661868	0.0711293222605415	0.752489472901548	0.0112509041399521	0.955102086448434	-0.0445947551661207	0.650629799919301	"Wdr37"	"WD repeat domain 37"
"ENSMUSG00000021149"	-0.00300853836290167	0.990018850718561	0.0551643742560157	0.913067133573352	0.0841072454548952	0.720090519154178	0.136263081348009	0.306320756761505	"Gtpbp4"	"GTP binding protein 4"
"ENSMUSG00000021156"	-0.0180859036496417	0.888894199960355	-0.0200623031390216	0.951376249271059	-0.00814621166151605	0.965211664697091	-0.0462944184501794	0.597733396863028	"Zmynd11"	"zinc finger, MYND domain containing 11"
"ENSMUSG00000021171"	-0.0866158242088692	0.481970556401994	-0.0563422117154743	0.868640906043725	0.148586218352748	0.249778749962026	0.00562818242840409	0.972761741610811	"Esyt2"	"extended synaptotagmin-like protein 2"
"ENSMUSG00000021175"	0.572359410357481	0.434197336186086	-0.121886070939591	0.965200777943271	-0.268821536803127	0.83343893681383	0.181651802614763	0.81448549028579	"Cdca7l"	"cell division cycle associated 7 like"
"ENSMUSG00000021177"	-0.0961280479202865	0.629458856261696	0.0317155334930407	0.962326346895474	0.151172219837736	0.520434791511725	0.0867597054104906	0.637130694921619	"Tdp1"	"tyrosyl-DNA phosphodiesterase 1"
"ENSMUSG00000021178"	0.00604013398024484	0.97201552480598	0.00696975756682968	0.987293746484533	-0.106318651587261	0.436298393360261	-0.0933087600401868	0.330348465815572	"Psmc1"	"protease (prosome, macropain) 26S subunit, ATPase 1"
"ENSMUSG00000021179"	-0.205395764291012	0.401464472368718	-0.0116277539295845	0.99032658590345	-0.290505954838612	0.266290427839904	-0.507529473059209	0.00283336836651852	"Nrde2"	"nrde-2 necessary for RNA interference, domain containing"
"ENSMUSG00000021180"	-0.00854451789221131	0.971470621046602	-0.0724686803137292	0.872090947364817	-0.129166554123071	0.499335517032006	-0.210179752329012	0.0751756953872864	"Rps6ka5"	"ribosomal protein S6 kinase, polypeptide 5"
"ENSMUSG00000021182"	-0.0253409507711718	0.914517596810107	-0.0513421939056753	0.918653897421807	0.104811054774346	0.62679575717075	0.0281279100974992	0.880265936835633	"Ccdc88c"	"coiled-coil domain containing 88C"
"ENSMUSG00000021185"	-0.100492403868289	0.740056601201017	0.0252228023100932	0.978642558514872	-0.0517650311097536	0.908995659917456	-0.12703463266795	0.590869711276325	"9030617O03Rik"	"RIKEN cDNA 9030617O03 gene"
"ENSMUSG00000021186"	-0.0588739081923144	0.886666109204429	0.0681616338659068	0.947630449690994	-0.375298678829867	0.211323344642031	-0.366010953156275	0.0985952443031739	"Fbln5"	"fibulin 5"
"ENSMUSG00000021188"	-0.0935731645537791	0.516688751287925	-0.0707265756745021	0.849239097263756	-0.00462830774498389	0.98981300303265	-0.168928047973265	0.113474463796817	"Trip11"	"thyroid hormone receptor interactor 11"
"ENSMUSG00000021189"	-0.110253996275277	0.545653413986854	0.0239279642308977	0.968995869478505	-0.0953279547895158	0.695766597613759	-0.181653986833896	0.185192476802202	"Atxn3"	"ataxin 3"
"ENSMUSG00000021190"	0.18444475024426	0.0482002017789628	0.066737797094133	0.831672738284725	-0.138322045381438	0.289071792674913	0.112860501956956	0.243025233074921	"Lgmn"	"legumain"
"ENSMUSG00000021192"	0.0434452912890891	0.846476753244007	0.0427895702184613	0.944121544929216	-0.135726883737558	0.520923320581771	-0.0494920222300078	0.778451312300912	"Golga5"	"golgi autoantigen, golgin subfamily a, 5"
"ENSMUSG00000021193"	-0.0335106357222876	0.880830147181274	0.0123788348233749	0.983384673852713	-0.0933960880079023	0.678819706460241	-0.114527888906815	0.414495557809306	"Pitrm1"	"pitrilysin metallepetidase 1"
"ENSMUSG00000021194"	0.00422655541078	0.980099297780978	0.178632884455112	0.191946736586199	-0.00281848671694682	0.991334688783442	0.180040953148945	0.0255675088276145	"Chga"	"chromogranin A"
"ENSMUSG00000021196"	-0.15075248598141	0.0242526214481008	-0.0969060318712157	0.507447009636784	0.0123023124485845	0.941253260999971	-0.235356205404041	3.0344902174224e-05	"Pfkp"	"phosphofructokinase, platelet"
"ENSMUSG00000021198"	-0.142640512862312	0.18442515107549	-0.0525099863894822	0.883333647911929	-0.0588414734582311	0.744470381318609	-0.253991972710025	0.00259268446299487	"Unc79"	"unc-79 homolog (C. elegans)"
"ENSMUSG00000021200"	-0.151367547798753	0.813145665411731	0.17012913701716	0.91412747517969	-0.391648118272737	0.518985762485766	-0.372886529054329	0.370995086286229	"Asb2"	"ankyrin repeat and SOCS box-containing 2"
"ENSMUSG00000021203"	0.242131098635369	0.252934405690213	-0.2611298008682	0.508289477586243	0.244255387038261	0.371035565373379	0.22525668480543	0.240045323805293	"Otub2"	"OTU domain, ubiquitin aldehyde binding 2"
"ENSMUSG00000021209"	0.0300027682658769	0.882325363212975	-0.126350113463558	0.661305394526359	0.0530593606195308	0.823195784031915	-0.0432879845781503	0.775225665384019	"Ppp4r4"	"protein phosphatase 4, regulatory subunit 4"
"ENSMUSG00000021214"	-0.460232448307145	0.435775483142325	0.0854989559123286	0.965490604360872	-0.442770133260549	0.516670069560472	-0.817503625655365	0.0578397094624401	"Akr1c18"	"aldo-keto reductase family 1, member C18"
"ENSMUSG00000021215"	-0.0701218425076781	0.829678095456484	0.326535704396901	0.374473947234315	-0.475259519605849	0.026981838849743	-0.218845657716626	0.278015424066274	"Net1"	"neuroepithelial cell transforming gene 1"
"ENSMUSG00000021217"	-0.117373037244026	0.517639122943001	-0.173674946048165	0.554991744477312	0.113686941398725	0.618221338599632	-0.177361041893466	0.210602715991985	"Tshz3"	"teashirt zinc finger family member 3"
"ENSMUSG00000021218"	-0.0459637595612113	0.725904729619169	-0.0645470330024402	0.815493909051922	-0.0168335118554215	0.935914248696623	-0.127344304419073	0.122776216043297	"Gdi2"	"guanosine diphosphate (GDP) dissociation inhibitor 2"
"ENSMUSG00000021219"	0.0700519086280816	0.698440316829175	-0.0747441084738607	0.859029737691718	0.177487996241506	0.285626330278132	0.172795796395727	0.150565568714956	"Rgs6"	"regulator of G-protein signaling 6"
"ENSMUSG00000021221"	0.0516566783333302	0.926843020046716	0.131262682701869	0.914373916169076	-0.000708777682971181	0.999472263289265	0.182210583352228	0.627323894953644	"Dpf3"	"D4, zinc and double PHD fingers, family 3"
"ENSMUSG00000021222"	-0.0238301530332471	0.933543575190358	-0.0323697248427375	0.963409984105353	-0.0826834184599535	0.782497116206776	-0.138883296335938	0.413844672087115	"Dcaf4"	"DDB1 and CUL4 associated factor 4"
"ENSMUSG00000021223"	-0.558434524350117	0.0334880721631455	-0.151680548572444	0.859781357617476	-0.0365523445938736	0.952147056930619	-0.746667417516434	0.00113505225748106	"Papln"	"papilin, proteoglycan-like sulfated glycoprotein"
"ENSMUSG00000021224"	0.124890159565394	0.401466951956939	-0.278077365755319	0.0921892349512482	0.174327404846152	0.288583603400389	0.0211401986562264	0.906278986984344	"Numb"	"numb gene homolog (Drosophila)"
"ENSMUSG00000021226"	0.23846228503869	0.539172490842456	-0.114344741325397	0.924586783259232	-0.0712211394255608	0.918322305632761	0.0528964042877329	0.902053597717083	"Acot2"	"acyl-CoA thioesterase 2"
