"Genes"	"logFC: 6M HET vs 2M HET"	"FDR: 6M HET vs 2M HET"	"logFC: 18M HET vs 6M HET"	"FDR: 18M HET vs 6M HET"	"logFC: 24M HET vs 18M HET"	"FDR: 24M HET vs 18M HET"	"logFC: 24M HET vs 2M HET"	"FDR: 24M HET vs 2M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000024299"	0.202729126140384	0.259566601864866	-0.0965787165705405	0.781486164122206	-0.00355330170701469	0.988471749042274	0.102597107862829	0.505923295330923	"Adamts10"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10"
"ENSMUSG00000024300"	0.329014213509396	0.512380548648974	-1.28360192820319	8.89005111124013e-08	-0.109240538467823	0.776185486974991	-1.06382825316161	1.60982635804877e-06	"Myo1f"	"myosin IF"
"ENSMUSG00000024301"	0.173118800512893	0.884357384965561	0.120206308471604	0.953060711909928	-0.342368433253393	0.666491102313313	-0.0490433242688958	0.947058558480948	"Kifc5b"	"kinesin family member C5B"
"ENSMUSG00000024302"	0.12521083193321	0.291261088272733	-0.0156961679941024	0.964990937113158	0.164070524101235	0.103870695548506	0.273585188040343	0.000344609788438917	"Dtna"	"dystrobrevin alpha"
"ENSMUSG00000024304"	-0.0132248920854521	0.946536273927934	0.0426125619354558	0.852582108318263	-0.0955171312484941	0.350861674541805	-0.0661294613984904	0.465556036205272	"Cdh2"	"cadherin 2"
"ENSMUSG00000024308"	0.0208885279898587	0.947792831510031	-0.227573394198979	0.237257121463387	-0.129188742052699	0.434113463012205	-0.335873608261819	0.00336188806197052	"Tapbp"	"TAP binding protein"
"ENSMUSG00000024309"	-0.070596664095753	0.774698501768676	0.0787954027232161	0.81350132506521	0.0108308783843296	0.965652957136107	0.0190296170117927	0.916084096918549	"Pfdn6"	"prefoldin subunit 6"
"ENSMUSG00000024312"	0.226628212485983	0.511031681548789	-0.0466876420530268	0.957806736261487	-0.0888035932743405	0.813895722390472	0.091136977158616	0.751550951671431	"Wdr46"	"WD repeat domain 46"
"ENSMUSG00000024317"	-0.0459694929914369	0.886478879854143	0.166260165762083	0.559110369902117	0.197659145441684	0.303365424391496	0.317949818212329	0.0254984458795698	"Rnf138"	"ring finger protein 138"
"ENSMUSG00000024319"	0.0430254384581376	0.855124964195165	0.0249613647434283	0.950182382599192	0.0574915150425383	0.738271227556762	0.125478318244104	0.268086176894584	"Vps52"	"vacuolar protein sorting 52 (yeast)"
"ENSMUSG00000024325"	-0.0706842387454484	0.790142927041639	0.0621785937724994	0.870631400260832	0.131572686639605	0.461645452946076	0.123067041666656	0.405894445358904	"Ring1"	"ring finger protein 1"
"ENSMUSG00000024327"	0.210803731610493	0.641738601074694	0.185566487945236	0.804124064507745	-0.0227482946933395	0.968524911421298	0.37362192486239	0.188849674479141	"Slc39a7"	"solute carrier family 39 (zinc transporter), member 7"
"ENSMUSG00000024330"	0.0209608703844493	0.969608903849399	-0.0945290173942216	0.870882020380565	0.120678184010525	0.689455787659542	0.0471100370007527	0.862161870086421	"Col11a2"	"collagen, type XI, alpha 2"
"ENSMUSG00000024331"	0.533554607267657	0.557708713123572	0.389461164384559	0.815794165254174	-0.631997407964918	0.436240665555808	0.291018363687298	0.678207976291489	"Dsc2"	"desmocollin 2"
"ENSMUSG00000024334"	0.720532671196553	0.686548170989265	-1.17293564830581	0.509197700085824	-0.941912618293663	0.299439046757195	-1.39431559540292	0.0601928940113984	"H2-Oa"	"histocompatibility 2, O region alpha locus"
"ENSMUSG00000024335"	0.0379514075684067	0.831373800231412	0.0410148324007594	0.868195121367986	-0.123188334868172	0.222408244396137	-0.0442220948990063	0.671395588999074	"Brd2"	"bromodomain containing 2"
"ENSMUSG00000024338"	-0.409229829931303	0.509176384150458	-0.318793764337508	0.697445973798052	-0.6114702118056	0.0887441895100717	-1.33949380607441	6.47960518183895e-06	"Psmb8"	"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)"
"ENSMUSG00000024339"	-0.169558286162063	0.728617617081395	-0.586096134508875	0.039922238746147	-0.359504561456028	0.16579892912802	-1.11515898212697	9.31542156727651e-09	"Tap2"	"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
"ENSMUSG00000024346"	-0.00269451681657618	0.993889067831936	-0.0259646165643722	0.957806736261487	0.0603375813092662	0.769262119800288	0.0316784479283178	0.855371480375905	"Pfdn1"	"prefoldin 1"
"ENSMUSG00000024347"	0.119511934709119	0.598923482593733	-0.100457388081699	0.770779520950709	0.229009785836247	0.154597422590381	0.248064332463666	0.0604282768444921	"Psd2"	"pleckstrin and Sec7 domain containing 2"
"ENSMUSG00000024349"	-0.236696919028735	0.695450843050841	-0.223743790935316	0.781486164122206	0.224805172442096	0.63491349011524	-0.235635537521956	0.550968010702646	"Tmem173"	"transmembrane protein 173"
"ENSMUSG00000024350"	-0.0751194710164353	0.560780282738541	0.121846876085235	0.362930242106276	-0.030422548088555	0.823037016962254	0.0163048569802444	0.883922184404154	"Dnajc18"	"DnaJ (Hsp40) homolog, subfamily C, member 18"
"ENSMUSG00000024352"	0.0992581417162472	0.890334162141992	0.154555212111323	0.871864419804171	-0.074864168531367	0.902981697589007	0.178949185296203	0.659186828076835	"Spata24"	"spermatogenesis associated 24"
"ENSMUSG00000024357"	0.0506036759939265	0.867100822541265	-0.080542886411554	0.825949608866096	-0.0139388755389331	0.958663720298737	-0.0438780859565606	0.807820326927941	"Sil1"	"endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)"
"ENSMUSG00000024359"	-0.112904559227652	0.255379930166717	0.0564765092443529	0.757255294196074	-0.0802471266120155	0.408335147499559	-0.136675176595315	0.0544991081498166	"Hspa9"	"heat shock protein 9"
"ENSMUSG00000024360"	-0.0858382683095984	0.472024448563959	0.124267636205985	0.325842228267579	-0.0322202006461399	0.809319153767452	0.00620916725024639	0.956850404347201	"Etf1"	"eukaryotic translation termination factor 1"
"ENSMUSG00000024369"	0.050768259141052	0.882326140563694	0.124109523231377	0.735086507948023	-0.119229650740167	0.591267898831979	0.0556481316322621	0.781854267870822	"Nelfe"	"negative elongation factor complex member E, Rdbp"
"ENSMUSG00000024370"	-0.0325855737690353	0.891605201809008	0.109118639419948	0.633093857391346	-0.0333109521912959	0.860351376272995	0.0432221134596168	0.755489295846681	"Cdc23"	"CDC23 cell division cycle 23"
"ENSMUSG00000024371"	-0.114473631631743	0.931551041328729	-0.334705567971317	0.806246133769635	-0.520909455967273	0.364538895799504	-0.970088655570333	0.0341479077604079	"C2"	"complement component 2 (within H-2S)"
"ENSMUSG00000024376"	-0.384707544580343	0.311719166425393	0.434428994700077	0.331992874869624	-0.273629703809048	0.474352906868111	-0.223908253689314	0.488052738415893	"Epb4.1l4a"	"erythrocyte protein band 4.1 like 4a"
"ENSMUSG00000024378"	-0.288551392247566	0.00789505849045064	-0.172530021395557	0.27857654918232	0.0851605339768494	0.556263854377607	-0.375920879666274	2.75469398202841e-05	"Stard4"	"StAR-related lipid transfer (START) domain containing 4"
"ENSMUSG00000024381"	0.044241465202483	0.697477004777952	-0.0289052509856252	0.877929077591106	0.00577381887959637	0.96326203228573	0.0211100330964542	0.801345642411583	"Bin1"	"bridging integrator 1"
"ENSMUSG00000024382"	0.0424300313969202	0.881379382784296	0.0326019875795058	0.940848789126533	-0.0552176773947754	0.790152353117418	0.0198143415816506	0.910800523065067	"Ercc3"	"excision repair cross-complementing rodent repair deficiency, complementation group 3"
"ENSMUSG00000024383"	-0.124787287014661	0.363950699934839	0.19420753663352	0.14806471177838	0.026303865783931	0.882770172405437	0.0957241154027907	0.37586246559981	"Map3k2"	"mitogen-activated protein kinase kinase kinase 2"
"ENSMUSG00000024384"	-0.040837049621917	0.883248412211155	0.02275045124938	0.963136556055438	0.136116359987827	0.39429890743988	0.11802976161529	0.378345657247033	"Iws1"	"IWS1 homolog (S. cerevisiae)"
"ENSMUSG00000024387"	-0.0570869156890486	0.81675676316993	0.0100519648906534	0.98400627985678	-0.0330444902034912	0.871915795216105	-0.0800794410018864	0.555675956955644	"Csnk2b"	"casein kinase 2, beta polypeptide"
"ENSMUSG00000024392"	-0.0205494433606212	0.901550606976135	-0.045595291162625	0.81350132506521	-0.0618368977686064	0.531610018765104	-0.127981632291853	0.0619047498253557	"Bag6"	"BCL2-associated athanogene 6"
"ENSMUSG00000024393"	0.0389554262614219	0.754626079635665	-0.108932728317247	0.275467491189184	0.0518829210246714	0.569299459189466	-0.0180943810311542	0.83418150988959	"Prrc2a"	"proline-rich coiled-coil 2A"
"ENSMUSG00000024395"	0.586964949994217	0.0211007351291107	-0.0106278855196677	0.992655273019205	-0.211656258306229	0.540643846162792	0.36468080616832	0.121559169426551	"Lims2"	"LIM and senescent cell antigen like domains 2"
"ENSMUSG00000024397"	0.117877303084756	0.867100822541265	-0.718500382422079	0.0339648011043876	-0.029081854262916	0.956984469696007	-0.629704933600239	0.0185330601035936	"Aif1"	"allograft inflammatory factor 1"
"ENSMUSG00000024400"	-0.092806703085568	0.559536025311902	0.007639443573276	0.98727827776215	-0.0839846110089679	0.538476940934017	-0.16915187052126	0.0773142835822913	"Wdr33"	"WD repeat domain 33"
"ENSMUSG00000024403"	-0.0984250342354695	0.290339390835416	0.00215371415128174	0.994741159271292	-0.00730085337335674	0.957258437905578	-0.103572173457545	0.128058264611847	"Atp6v1g2"	"ATPase, H+ transporting, lysosomal V1 subunit G2"
"ENSMUSG00000024404"	-0.0327412936225768	0.881097857520567	0.0450302308068453	0.872956909649822	-0.18636313786828	0.0815069239153801	-0.174074200684012	0.0561860627123263	"Riok3"	"RIO kinase 3"
"ENSMUSG00000024410"	-0.0932931430766287	0.601050111533298	0.177545910500146	0.296556698220686	-0.0930873986542604	0.552288359880457	-0.00883463123074289	0.955438941890554	"3110002H16Rik"	"RIKEN cDNA 3110002H16 gene"
"ENSMUSG00000024411"	0.298027587404963	0.160914379877663	-0.240253411101976	0.430423394590256	0.065595862707483	0.81751712881422	0.123370039010469	0.526879084504776	"Aqp4"	"aquaporin 4"
"ENSMUSG00000024413"	0.0128528395392059	0.947792831510031	-0.0982389944774508	0.530722158284159	-0.137794900066178	0.134783682930553	-0.223181055004423	0.00170811261844021	"Npc1"	"Niemann-Pick type C1"
"ENSMUSG00000024414"	-0.0441971087594082	0.898358399473972	0.0850078444011752	0.837264140751048	-0.232605969685409	0.194152174610271	-0.191795234043642	0.215667007783147	"Mrpl27"	"mitochondrial ribosomal protein L27"
"ENSMUSG00000024420"	0.237977831404451	0.299859574755103	0.0436259806402947	0.943881600764209	-0.166894709092926	0.470023486529327	0.11470910295182	0.560371479017427	"Zfp521"	"zinc finger protein 521"
"ENSMUSG00000024421"	0.00416185460786747	0.995082999503716	0.106628540939372	0.882879909766128	0.183469190736901	0.610177563621737	0.29425958628414	0.253044648678439	"Lama3"	"laminin, alpha 3"
"ENSMUSG00000024422"	0.244312072064959	0.0882376333981276	-0.159168345289029	0.490002778564691	-0.0702832048880881	0.707340945955557	0.0148605218878419	0.930320200013177	"Dhx16"	"DEAH (Asp-Glu-Ala-His) box polypeptide 16"
"ENSMUSG00000024423"	-0.170794248147807	0.00787910491908896	0.0386713975875485	0.820481693695529	-0.0312828115440248	0.75634061184015	-0.163405662104284	0.00357420487872822	"Impact"	"impact, RWD domain protein"
"ENSMUSG00000024424"	-0.203269456553453	0.312926765354251	0.0230142413991353	0.967316461217562	-0.181677271505674	0.310563952865487	-0.361932486659991	0.00608784731486032	"Ttc39c"	"tetratricopeptide repeat domain 39C"
"ENSMUSG00000024425"	-0.145721987417653	0.0614868921668857	0.0694793364819153	0.641728661234663	-0.0543197529389794	0.578827155836554	-0.130562403874717	0.0455457743194389	"Ndfip1"	"Nedd4 family interacting protein 1"
"ENSMUSG00000024426"	0.175996565234935	0.252894632712739	-0.106164616820101	0.687271369893211	-0.00209314349481824	0.992442572074447	0.067738804920016	0.631161788002021	"Atat1"	"alpha tubulin acetyltransferase 1"
"ENSMUSG00000024427"	0.11041100552967	0.855124964195165	-0.117635086579834	0.889364298190548	0.311917434145149	0.38517652451922	0.304693353094985	0.30049251630138	"Spry4"	"sprouty homolog 4 (Drosophila)"
"ENSMUSG00000024429"	-0.075469734778912	0.522176829333292	0.015268487217469	0.958920542351647	0.0158866691366917	0.908681902453889	-0.0443145784247513	0.628710455668952	"Gnl1"	"guanine nucleotide binding protein-like 1"
"ENSMUSG00000024430"	-0.110476953712827	0.747551921577176	0.0539689857903387	0.929951858241007	-0.097778522649745	0.729808981065893	-0.154286490572234	0.448493082113622	"Cabyr"	"calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)"
"ENSMUSG00000024431"	-0.14690367627952	0.351854539127733	-0.151677689846346	0.456991183730186	0.239555786565446	0.0505207181032323	-0.0590255795604198	0.672371634295065	"Nr3c1"	"nuclear receptor subfamily 3, group C, member 1"
"ENSMUSG00000024436"	-0.0590282782652126	0.898277901737902	-0.0440033724651526	0.953110322268641	-0.189817183252703	0.464303228083493	-0.292848833983068	0.139372353395985	"Mrps18b"	"mitochondrial ribosomal protein S18B"
"ENSMUSG00000024440"	0.870881319919008	0.493010478271417	-0.1105029691414	0.975718211876392	0.62758467396065	0.679101176615579	1.38796302473826	0.12592889517902	"Pcdh12"	"protocadherin 12"
"ENSMUSG00000024442"	-0.0226131328523561	0.934714673666437	0.044860929994071	0.899166935491677	0.0678583131134539	0.708208357890917	0.0901061102551689	0.502202382248894	"0610009O20Rik"	"RIKEN cDNA 0610009O20 gene"
"ENSMUSG00000024446"	0.176351043780262	0.648913756198046	-0.109963239094368	0.866389733573388	-0.168769801925901	0.593561929422263	-0.102381997240007	0.715850130050423	"Rpp21"	"ribonuclease P 21 subunit"
"ENSMUSG00000024451"	0.353096970707375	0.0477430901091011	-0.235472085733338	0.403172895366609	0.050733071888752	0.858418910718378	0.168357956862789	0.327034375941137	"Arap3"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
"ENSMUSG00000024454"	0.00386856506264435	0.986743384382474	0.0566528169220803	0.78389949303715	-0.123684809226141	0.197069575017865	-0.0631634272414162	0.487069013460734	"Hdac3"	"histone deacetylase 3"
"ENSMUSG00000024456"	0.0288972093427671	0.857931536428244	-0.0218438754117117	0.930957051265972	-0.123502089511142	0.144114122911377	-0.116448755580086	0.105825930322632	"Diap1"	"diaphanous homolog 1 (Drosophila)"
"ENSMUSG00000024457"	0.280211440578546	0.0984496039500115	-0.161101604985975	0.587106401225008	0.00919994698068741	0.974033685767254	0.128309782573259	0.416309052565649	"Trim26"	"tripartite motif-containing 26"
"ENSMUSG00000024459"	0.651329405725529	0.311719166425393	-0.292603808893416	0.827960387742162	0.690349067713928	0.295947033876535	1.04907466454604	0.0279251443679188	"H2-M5"	"histocompatibility 2, M region locus 5"
"ENSMUSG00000024462"	0.00947564149808586	0.943316755719522	0.00699187174075024	0.974373312981404	0.0324813944500408	0.696862575704259	0.0489489076888769	0.413662801409316	"Gabbr1"	"gamma-aminobutyric acid (GABA) B receptor, 1"
"ENSMUSG00000024472"	-0.143484848104822	0.204789890713281	-0.0018348493205122	0.997004945044601	0.0283045460133724	0.854458990605025	-0.117015151411962	0.196921819892852	"Dcp2"	"DCP2 decapping enzyme homolog (S. cerevisiae)"
"ENSMUSG00000024474"	-0.0796760779686296	0.529894066512158	0.0272547861014419	0.916943425021204	-0.185791463521179	0.0291677223645238	-0.238212755388367	0.000629659271697146	"Ik"	"IK cytokine"
"ENSMUSG00000024477"	0.148193345070372	0.532377257295851	0.0699525355410754	0.88199533993729	0.0242151681998827	0.93746733962184	0.24236104881133	0.117264041074688	"Pggt1b"	"protein geranylgeranyltransferase type I, beta subunit"
"ENSMUSG00000024479"	0.0243362655943526	0.911193058358941	0.0404980322242371	0.885636482197192	0.0647054411755657	0.634735134056155	0.129539738994155	0.161688862884722	"Mal2"	"mal, T cell differentiation protein 2"
"ENSMUSG00000024480"	0.102919768980096	0.683820067536135	0.154871736425259	0.614069422596586	0.111584278684346	0.620675101780879	0.369375784089701	0.00646112927885301	"Ap3s1"	"adaptor-related protein complex 3, sigma 1 subunit"
"ENSMUSG00000024483"	-0.0949321219099345	0.601590939293899	0.00420658125576929	0.99391015615714	-0.0259471283473839	0.896538543058886	-0.116672669001549	0.318312988756752	"Ankhd1"	"ankyrin repeat and KH domain containing 1"
"ENSMUSG00000024486"	0.245239754352551	0.326372581593553	-0.0103184085104847	0.98973148638983	0.0982137069885949	0.747351188547079	0.333135052830661	0.0620544808528819	"Hbegf"	"heparin-binding EGF-like growth factor"
"ENSMUSG00000024487"	0.163671329134286	0.268379258950654	0.0577180059612961	0.859120629184322	0.11660532375443	0.452525593029842	0.337994658850013	0.000758503935992016	"Yipf5"	"Yip1 domain family, member 5"
"ENSMUSG00000024491"	-0.112855106592558	0.588733028527435	0.0517980034432854	0.894108519601871	0.101940887939955	0.573816959215484	0.0408837847906821	0.811161429003885	"Rbm27"	"RNA binding motif protein 27"
"ENSMUSG00000024493"	-0.187255045757592	0.130666428913446	0.152723480799338	0.368748067978844	-0.0350917985903973	0.844101547666699	-0.0696233635486512	0.570131874657065	"Lars"	"leucyl-tRNA synthetase"
"ENSMUSG00000024498"	-0.144007540801485	0.135753544210435	0.186339449059226	0.0533934892200551	-0.104133912148429	0.300100322219732	-0.0618020038906878	0.501808262110821	"Tcerg1"	"transcription elongation regulator 1 (CA150)"
"ENSMUSG00000024500"	-0.0557933209054934	0.683769646353857	0.0964996485646118	0.503521737171589	0.07229414384224	0.491472448599331	0.113000471501358	0.145354276207402	"Ppp2r2b"	"protein phosphatase 2, regulatory subunit B, beta"
"ENSMUSG00000024501"	0.28643221958689	0.00584566391125324	0.190026824871182	0.223436827910361	0.0122061184526478	0.954530660467259	0.48866516291072	9.19284446490038e-09	"Dpysl3"	"dihydropyrimidinase-like 3"
"ENSMUSG00000024502"	-0.02039009764185	0.923702772629039	0.00044875262638845	0.998908558964753	0.0732040367678081	0.558408837644908	0.0532626917523465	0.621140797256913	"Jakmip2"	"janus kinase and microtubule interacting protein 2"
"ENSMUSG00000024505"	-0.0738634929804651	0.922883570702415	0.251130673127294	0.740195508800885	-0.15274974253194	0.777298123876802	0.0245174376148888	0.958061550437487	"Dtwd2"	"DTW domain containing 2"
